,name,year,sellingprice,kmdriven,fuel,sellertype,transmission,owner,kmdriven_sc,year_sc,sellingprice_sc
3918,Maruti Wagon R LXI Minor,2008,200000,90000,Petrol,Individual,Manual,Second Owner,0.5099672210074339,-1.207818408200506,-0.5257333332812404
3919,Maruti Wagon R VXI BS IV,2010,240000,50000,Petrol,Individual,Manual,Second Owner,-0.3476891001580582,-0.7333066048520753,-0.4565868524533147
3920,Toyota Innova 2.5 VX 8 STR,2012,800000,108731,Diesel,Individual,Manual,First Owner,0.9115862348012046,-0.2587948015036446,0.5114638791376448
3921,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010,400000,120000,Diesel,Individual,Manual,First Owner,1.153209461881553,-0.7333066048520753,-0.1800009291416119
3922,Tata Sumo Gold EX BSIII,2016,500000,60000,Diesel,Individual,Manual,First Owner,-0.1332750198666852,0.6902288051932168,-0.0071347270717977
3923,Mahindra Renault Logan 1.5 DLX Diesel,2007,150000,90000,Diesel,Individual,Manual,Third Owner,0.5099672210074339,-1.4450743098747214,-0.6121664343161475
3924,Toyota Etios GD,2014,500000,140000,Diesel,Individual,Manual,Second Owner,1.582037622464299,0.2157170018447861,-0.0071347270717977
3925,Hyundai EON Magna Plus,2014,320000,80000,Petrol,Individual,Manual,First Owner,0.2955531407160608,0.2157170018447861,-0.3182938907974633
3926,Nissan Micra Diesel XV,2013,300000,90000,Diesel,Individual,Manual,First Owner,0.5099672210074339,-0.0215388998294292,-0.3528671312114262
3927,Renault Lodgy Stepway 85PS RXZ 8S,2017,650000,40000,Diesel,Individual,Manual,First Owner,-0.5621031804494312,0.927484706867432,0.2521645760329235
3928,Maruti Alto 800 LXI,2018,285000,14000,Petrol,Individual,Manual,First Owner,-1.119579789207001,1.1647406085416476,-0.3787970615218983
3929,Tata Aria Pleasure 4x2,2012,360000,70000,Diesel,Individual,Manual,Second Owner,0.0811390604246878,-0.2587948015036446,-0.2491474099695376
3930,Honda Accord 2.4 MT,2009,450000,55000,Petrol,Individual,Manual,Second Owner,-0.2404820600123716,-0.9705625065262908,-0.0935678281067048
3931,Maruti Alto LXi,2011,175000,60000,Petrol,Individual,Manual,Third Owner,-0.1332750198666852,-0.49605070317786,-0.5689498837986939
3932,Chevrolet Cruze LT,2011,350000,74000,Diesel,Individual,Manual,Second Owner,0.166904692541237,-0.49605070317786,-0.266434030176519
3933,Ford Figo Aspire 1.5 TDCi Titanium,2020,530000,45000,Diesel,Dealer,Manual,First Owner,-0.4548961403037447,1.6392524118900782,0.0447251335491464
3934,Honda City i-DTEC ZX,2017,1025000,38000,Diesel,Dealer,Manual,First Owner,-0.6049859965077058,0.927484706867432,0.9004128337947268
3935,Honda BR-V i-DTEC VX MT,2017,950000,24000,Diesel,Dealer,Manual,First Owner,-0.905165708915628,0.927484706867432,0.7707631822423662
3936,Honda WR-V i-VTEC VX,2017,725000,29976,Petrol,Dealer,Manual,First Owner,-0.7770318545335035,0.927484706867432,0.3818142275852842
3937,Honda City i VTEC VX,2017,919999,41000,Petrol,Dealer,Manual,First Owner,-0.5406617724202939,0.927484706867432,0.7189015929594011
3938,Honda Jazz 1.5 V i DTEC,2018,700000,15000,Diesel,Dealer,Manual,First Owner,-1.0981383811778638,1.1647406085416476,0.3385976770678306
3939,Honda Jazz 1.5 VX i DTEC,2017,725000,36000,Diesel,Dealer,Manual,First Owner,-0.6478688125659804,0.927484706867432,0.3818142275852842
3940,Honda BR-V i-VTEC VX MT,2017,840000,30646,Petrol,Dealer,Manual,First Owner,-0.7626661111539815,0.927484706867432,0.5806103599655705
3941,Maruti Wagon R VXI BS IV,2015,365000,23600,Petrol,Dealer,Manual,First Owner,-0.913742272127283,0.4529729035190014,-0.2405040998660469
3942,Honda City i DTEC SV,2014,665000,71318,Diesel,Dealer,Manual,First Owner,0.1093988362070907,0.2157170018447861,0.2780945063433956
3943,Maruti 800 Std,2003,50000,78098,Petrol,Individual,Manual,First Owner,0.2547715826446416,-2.394097916571583,-0.7850326363859617
3944,Hyundai EON Era Plus,2014,225000,30000,Petrol,Individual,Manual,First Owner,-0.7765172607408042,0.2157170018447861,-0.4825167827637868
3945,Hyundai i10 Era,2012,229999,45000,Petrol,Individual,Manual,Second Owner,-0.4548961403037447,-0.2587948015036446,-0.4738752013223168
3946,Hyundai Santro Xing GL,2008,145000,67000,Petrol,Individual,Manual,First Owner,0.0168148363372759,-1.207818408200506,-0.6208097444196382
3947,Ford Figo Aspire Facelift,2018,624000,14681,Diesel,Dealer,Manual,First Owner,-1.1049781903391585,1.1647406085416476,0.2072193634947718
3948,Hyundai Verna 1.4 VTVT,2015,500000,25000,Petrol,Individual,Manual,First Owner,-0.8837243008864907,0.4529729035190014,-0.0071347270717977
3949,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017,750000,18054,Petrol,Dealer,Manual,First Owner,-1.0326563210568784,0.927484706867432,0.4250307781027377
3950,Honda City i DTEC VX,2015,785000,40000,Diesel,Individual,Manual,First Owner,-0.5621031804494312,0.4529729035190014,0.4855339488271727
3951,Hyundai i10 Sportz,2011,225000,30000,Petrol,Individual,Manual,First Owner,-0.7765172607408042,-0.49605070317786,-0.4825167827637868
3952,Hyundai Xcent 1.1 CRDi Base,2017,300000,80000,Diesel,Individual,Manual,First Owner,0.2955531407160608,0.927484706867432,-0.3528671312114262
3953,Hyundai i20 Asta 1.4 CRDi,2016,680000,20000,Diesel,Individual,Manual,First Owner,-0.9909313410321772,0.6902288051932168,0.3040244366538678
3954,Mahindra TUV 300 T8,2016,700000,40000,Diesel,Individual,Manual,First Owner,-0.5621031804494312,0.6902288051932168,0.3385976770678306
3955,Tata Indigo CS eLS BS IV,2011,180000,120000,Diesel,Individual,Manual,First Owner,1.153209461881553,-0.49605070317786,-0.5603065736952032
3956,Ford Fiesta 1.4 SXi TDCi ABS,2008,270000,120000,Diesel,Individual,Manual,Second Owner,1.153209461881553,-1.207818408200506,-0.4047269918323704
3957,Maruti Swift Dzire VXi,2010,370000,97000,Petrol,Individual,Manual,Second Owner,0.660057077211395,-0.7333066048520753,-0.2318607897625562
3958,Mahindra Xylo H8 ABS with Airbags,2018,1100000,70000,Diesel,Individual,Manual,First Owner,0.0811390604246878,1.1647406085416476,1.0300624853470874
3959,Hyundai Accent CRDi,2004,120000,120000,Diesel,Individual,Manual,Second Owner,1.153209461881553,-2.1568420148973675,-0.6640262949370918
3960,Skoda Rapid 1.6 TDI PRESTIGE,2013,430000,88000,Diesel,Individual,Manual,Second Owner,0.4670844049491592,-0.0215388998294292,-0.1281410685206677
3961,Maruti Swift ZDi,2014,550000,38406,Diesel,Dealer,Manual,First Owner,-0.596280784847876,0.2157170018447861,0.0792983739631093
3962,Hyundai Santro Xing GLS,2014,320000,54350,Petrol,Dealer,Manual,First Owner,-0.2544189752313109,0.2157170018447861,-0.3182938907974633
3963,Maruti Wagon R VXI BS IV,2015,390000,32260,Petrol,Dealer,Manual,First Owner,-0.7280596785949539,0.4529729035190014,-0.1972875493485934
3964,Renault Duster 85PS Diesel RxE,2014,550000,58231,Diesel,Dealer,Manual,First Owner,-0.171204870670229,0.2157170018447861,0.0792983739631093
3965,Maruti Swift VXI,2012,370000,59858,Petrol,Dealer,Manual,First Owner,-0.1363196998068226,-0.2587948015036446,-0.2318607897625562
3966,Maruti Alto LXi BSIII,2010,190000,73350,Petrol,Dealer,Manual,First Owner,0.1529677773222977,-0.7333066048520753,-0.5430199534882219
3967,Renault Duster 110PS Diesel RxZ,2013,509999,88473,Diesel,Dealer,Manual,First Owner,0.4772261909469412,-0.0215388998294292,0.0101501644731629
3968,Honda City S,2013,450000,96987,Petrol,Dealer,Manual,First Owner,0.6597783389070162,-0.0215388998294292,-0.0935678281067048
3969,Mercedes-Benz GLS 2016-2020 350d 4MATIC,2016,5500000,77350,Diesel,Dealer,Automatic,First Owner,0.238733409438847,0.6902288051932168,8.636175376418912
3970,Maruti Swift Dzire VDI,2015,550000,61187,Diesel,Dealer,Manual,First Owner,-0.1078240685360992,0.4529729035190014,0.0792983739631093
3971,Mahindra Xylo E6,2009,400000,68350,Diesel,Dealer,Manual,First Owner,0.0457607371766112,-0.9705625065262908,-0.1800009291416119
3972,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,585000,81150,Diesel,Dealer,Manual,First Owner,0.3202107599495687,0.4529729035190014,0.1398015446875443
3973,Hyundai Grand i10 1.2 Kappa Asta,2019,500000,30000,Petrol,Individual,Manual,First Owner,-0.7765172607408042,1.401996510215863,-0.0071347270717977
3974,Maruti Ciaz ZXi,2015,800000,30000,Petrol,Individual,Manual,First Owner,-0.7765172607408042,0.4529729035190014,0.5114638791376448
3975,Maruti Swift Vdi BSIII,2009,265000,120000,Diesel,Individual,Manual,Second Owner,1.153209461881553,-0.9705625065262908,-0.4133703019358611
3976,Ford Figo Diesel Titanium,2012,175000,180000,Diesel,Individual,Manual,First Owner,2.439693943629791,-0.2587948015036446,-0.5689498837986939
3977,Fiat Palio 1.2 Sport,2007,125000,50000,Petrol,Individual,Manual,Second Owner,-0.3476891001580582,-1.4450743098747214,-0.655382984833601
3978,Tata Manza Aqua Quadrajet BS IV,2010,165000,80000,Diesel,Individual,Manual,First Owner,0.2955531407160608,-0.7333066048520753,-0.5862365040056754
3979,Mahindra Verito 1.5 D2 BSIII,2011,150000,280000,Diesel,Individual,Manual,First Owner,4.583834746543522,-0.49605070317786,-0.6121664343161475
3980,Hyundai Creta 1.6 CRDi SX Option,2015,1025000,90000,Diesel,Individual,Manual,Second Owner,0.5099672210074339,0.4529729035190014,0.9004128337947268
3981,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1030000,250000,Diesel,Individual,Manual,Second Owner,3.9405925056694016,0.2157170018447861,0.9090561438982174
3982,Chevrolet Cruze LT,2012,380000,90000,Diesel,Individual,Manual,Fourth & Above Owner,0.5099672210074339,-0.2587948015036446,-0.2145741695555748
3983,Maruti Swift Dzire LDi,2010,250000,110000,Diesel,Individual,Manual,Third Owner,0.9387953815901798,-0.7333066048520753,-0.4393002322463333
3984,Maruti Zen LX,2000,85000,80000,Petrol,Individual,Manual,Second Owner,0.2955531407160608,-3.105865621594229,-0.7245294656615268
3985,Fiat Punto EVO 1.3 Dynamic,2016,500000,35000,Diesel,Individual,Manual,First Owner,-0.6693102205951177,0.6902288051932168,-0.0071347270717977
3986,Hyundai EON Era Plus,2018,350000,15000,Petrol,Individual,Manual,First Owner,-1.0981383811778638,1.1647406085416476,-0.266434030176519
3987,Maruti Alto LXi BSIII,2010,190000,52000,Petrol,Individual,Manual,Second Owner,-0.3048062840997836,-0.7333066048520753,-0.5430199534882219
3988,Volkswagen Jetta 1.9 TDI Trendline,2009,940000,140000,Diesel,Individual,Manual,First Owner,1.582037622464299,-0.9705625065262908,0.7534765620353847
3989,Maruti Swift VXI,2013,475000,60000,Petrol,Individual,Manual,Second Owner,-0.1332750198666852,-0.0215388998294292,-0.0503512775892513
3990,Maruti Alto 800 LXI,2018,300000,17000,Petrol,Individual,Manual,First Owner,-1.0552555651195892,1.1647406085416476,-0.3528671312114262
3991,Chevrolet Beat LS,2016,250000,70000,Petrol,Individual,Manual,Third Owner,0.0811390604246878,0.6902288051932168,-0.4393002322463333
3992,Maruti Zen LX,2001,93000,97000,Petrol,Individual,Manual,Fourth & Above Owner,0.660057077211395,-2.8686097199200136,-0.7107001694959416
3993,Ford Figo Diesel ZXI,2012,290000,125000,Diesel,Individual,Manual,Second Owner,1.260416502027239,-0.2587948015036446,-0.3701537514184076
3994,Tata Indica GLS BS IV,2010,75000,300000,Petrol,Individual,Manual,Third Owner,5.012662907126267,-0.7333066048520753,-0.7418160858685081
3995,Mahindra XUV500 W8 2WD,2015,1000000,120000,Diesel,Individual,Manual,Second Owner,1.153209461881553,0.4529729035190014,0.8571962832772733
3996,Hyundai i20 Asta 1.4 CRDi,2015,550000,87000,Diesel,Individual,Manual,First Owner,0.4456429969200219,0.4529729035190014,0.0792983739631093
3997,Fiat Punto 1.3 Emotion,2010,285000,75000,Diesel,Individual,Manual,Third Owner,0.1883461005703743,-0.7333066048520753,-0.3787970615218983
3998,Tata Indigo Grand Petrol,2014,240000,60000,Petrol,Individual,Manual,Second Owner,-0.1332750198666852,0.2157170018447861,-0.4565868524533147
3999,Hyundai Creta 1.6 VTVT S,2015,850000,25000,Petrol,Individual,Manual,First Owner,-0.8837243008864907,0.4529729035190014,0.597896980172552
4000,Hyundai i20 Active 1.2 SX,2016,650000,26000,Petrol,Individual,Manual,First Owner,-0.8622828928573534,0.6902288051932168,0.2521645760329235
4001,Maruti Celerio Green VXI,2017,365000,78000,CNG,Individual,Manual,First Owner,0.2526703246577862,0.927484706867432,-0.2405040998660469
4002,Hyundai i20 Active 1.2 SX,2016,650000,26000,Petrol,Individual,Manual,First Owner,-0.8622828928573534,0.6902288051932168,0.2521645760329235
4003,Chevrolet Sail 1.2 Base,2015,260000,35000,Petrol,Individual,Manual,First Owner,-0.6693102205951177,0.4529729035190014,-0.4220136120393519
4004,Tata Indigo Grand Petrol,2014,250000,100000,Petrol,Individual,Manual,First Owner,0.7243813012988068,0.2157170018447861,-0.4393002322463333
4005,Tata New Safari 4X2,2007,550000,80000,Petrol,Individual,Manual,Second Owner,0.2955531407160608,-1.4450743098747214,0.0792983739631093
4006,Maruti Wagon R LXI,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner,0.5099672210074339,-2.1568420148973675,-0.7504593959719988
4007,Chevrolet Sail Hatchback LT ABS,2013,225000,80000,Diesel,Individual,Manual,First Owner,0.2955531407160608,-0.0215388998294292,-0.4825167827637868
4008,Honda City 1.3 EXI,2002,145000,100000,Petrol,Individual,Manual,First Owner,0.7243813012988068,-2.631353818245798,-0.6208097444196382
4009,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000,Diesel,Individual,Manual,First Owner,-0.9909313410321772,1.1647406085416476,0.7361899418284034
4010,Maruti Swift VXI,2019,550000,51000,Petrol,Individual,Manual,First Owner,-0.3262476921289209,1.401996510215863,0.0792983739631093
4011,Maruti Alto LX BSIII,2008,85000,120000,Petrol,Individual,Manual,Second Owner,1.153209461881553,-1.207818408200506,-0.7245294656615268
4012,Hyundai EON Era Plus Sports Edition,2014,280000,55000,Petrol,Individual,Manual,First Owner,-0.2404820600123716,0.2157170018447861,-0.387440371625389
4013,Hyundai EON Magna Plus,2018,360000,6000,Petrol,Individual,Manual,First Owner,-1.2911110534400994,1.1647406085416476,-0.2491474099695376
4014,Maruti Alto LXi,2011,150000,40000,Petrol,Individual,Manual,Second Owner,-0.5621031804494312,-0.49605070317786,-0.6121664343161475
4015,Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,900000,15000,Petrol,Individual,Automatic,First Owner,-1.0981383811778638,0.927484706867432,0.6843300812074591
4016,Ambassador CLASSIC 1500 DSL AC,2005,120000,50000,Diesel,Individual,Manual,Second Owner,-0.3476891001580582,-1.919586113223152,-0.6640262949370918
4017,Fiat Linea T Jet Emotion,2010,215000,90000,Petrol,Individual,Manual,Second Owner,0.5099672210074339,-0.7333066048520753,-0.4998034029707682
4018,Renault Scala Diesel RxL,2013,550000,38500,Diesel,Individual,Manual,First Owner,-0.5942652924931372,-0.0215388998294292,0.0792983739631093
4019,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,775000,35000,Petrol,Individual,Manual,First Owner,-0.6693102205951177,1.1647406085416476,0.4682473286201913
4020,Maruti Gypsy King HT BSIV,2001,409999,49359,Petrol,Individual,Manual,Third Owner,-0.3614330427047352,-2.8686097199200136,-0.1627160375966512
4021,Maruti 800 AC Uniq,2005,65000,70000,Petrol,Individual,Manual,Second Owner,0.0811390604246878,-1.919586113223152,-0.7591027060754896
4022,Maruti Wagon R LXI Minor,2008,200000,90000,Petrol,Individual,Manual,Second Owner,0.5099672210074339,-1.207818408200506,-0.5257333332812404
4023,Maruti Wagon R VXI BS IV,2010,240000,50000,Petrol,Individual,Manual,Second Owner,-0.3476891001580582,-0.7333066048520753,-0.4565868524533147
4024,Toyota Innova 2.5 VX 8 STR,2012,800000,108731,Diesel,Individual,Manual,First Owner,0.9115862348012046,-0.2587948015036446,0.5114638791376448
4025,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010,400000,120000,Diesel,Individual,Manual,First Owner,1.153209461881553,-0.7333066048520753,-0.1800009291416119
4026,Maruti Wagon R VXI BSIII,2012,229999,40000,Petrol,Individual,Manual,Second Owner,-0.5621031804494312,-0.2587948015036446,-0.4738752013223168
4027,Ford Ecosport 1.5 DV5 MT Titanium,2014,580000,120000,Diesel,Individual,Manual,First Owner,1.153209461881553,0.2157170018447861,0.1311582345840536
4028,Toyota Corolla H2,2005,175000,100000,Petrol,Individual,Manual,Fourth & Above Owner,0.7243813012988068,-1.919586113223152,-0.5689498837986939
4029,Maruti Ritz VDi,2012,250000,110000,Diesel,Individual,Manual,Fourth & Above Owner,0.9387953815901798,-0.2587948015036446,-0.4393002322463333
4030,Hyundai EON Magna Plus,2014,320000,80000,Petrol,Individual,Manual,First Owner,0.2955531407160608,0.2157170018447861,-0.3182938907974633
4031,Nissan Micra Diesel XV,2013,300000,90000,Diesel,Individual,Manual,First Owner,0.5099672210074339,-0.0215388998294292,-0.3528671312114262
4032,Mahindra TUV 300 mHAWK100 T8,2017,800000,60000,Diesel,Individual,Manual,First Owner,-0.1332750198666852,0.927484706867432,0.5114638791376448
4033,Hyundai Verna SX AT Diesel,2009,245000,75000,Diesel,Dealer,Automatic,First Owner,0.1883461005703743,-0.9705625065262908,-0.447943542349824
4034,Hyundai EON Magna Plus,2018,300000,20000,Petrol,Individual,Manual,First Owner,-0.9909313410321772,1.1647406085416476,-0.3528671312114262
4035,Hyundai Xcent 1.2 CRDi E,2017,350000,80000,Diesel,Individual,Manual,First Owner,0.2955531407160608,0.927484706867432,-0.266434030176519
4036,Maruti Zen LX - BS III,2006,70000,105700,Petrol,Individual,Manual,First Owner,0.8465973270648894,-1.682330211548937,-0.7504593959719988
4037,Maruti Celerio VXI Optional,2017,430999,14000,Petrol,Dealer,Manual,First Owner,-1.119579789207001,0.927484706867432,-0.1264141351619902
4038,Chevrolet Spark 1.0,2010,80000,70000,Petrol,Individual,Manual,First Owner,0.0811390604246878,-0.7333066048520753,-0.7331727757650174
4039,Maruti Alto 800 LXI Optional,2019,335000,28000,Petrol,Dealer,Manual,First Owner,-0.8194000767990788,1.401996510215863,-0.2923639604869912
4040,Maruti Eeco 7 Seater Standard BSIV,2017,350000,51000,Petrol,Dealer,Manual,First Owner,-0.3262476921289209,0.927484706867432,-0.266434030176519
4041,Maruti Alto 800 LXI Opt BSIV,2018,315000,56000,Petrol,Dealer,Manual,First Owner,-0.2190406519832343,1.1647406085416476,-0.3269372009009541
4042,Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2019,1100000,35000,Diesel,Individual,Automatic,First Owner,-0.6693102205951177,1.401996510215863,1.0300624853470874
4043,Maruti Esteem Lxi - BSIII,2005,80000,24000,Petrol,Individual,Manual,First Owner,-0.905165708915628,-1.919586113223152,-0.7331727757650174
4044,Maruti Alto K10 VXI Optional,2014,285000,64000,Petrol,Dealer,Manual,Second Owner,-0.0475093877501359,0.2157170018447861,-0.3787970615218983
4045,Tata Indigo TDI,2009,100000,120000,Diesel,Individual,Manual,Third Owner,1.153209461881553,-0.9705625065262908,-0.6985995353510546
4046,Maruti Alto LXi,2011,225000,37091,Petrol,Individual,Manual,First Owner,-0.6244762364061917,-0.49605070317786,-0.4825167827637868
